period,overbought,oversold,total_pnl,total_pnl_percent,win_rate,total_trades,winning_trades,losing_trades,avg_pnl,max_drawdown,final_equity,return_percent
10,62.5,36.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,36.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,37.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,37.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,38.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,38.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,39.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,39.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,40.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,36.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,36.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,37.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,37.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,38.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,38.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,39.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,39.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.0,40.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,36.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,36.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,37.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,37.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,38.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,38.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,39.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,39.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,63.5,40.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,36.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,36.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,37.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,37.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,38.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,38.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,39.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,39.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.0,40.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,36.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,36.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,37.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,37.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,38.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,38.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,39.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,39.5,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,64.5,40.0,-122.2,-0.12,0.0,2,0,2,-61.1,0.12,99877.8,-0.12
10,62.5,29.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,30.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,30.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,31.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,31.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,32.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,32.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,33.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,33.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,34.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,34.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,35.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,62.5,35.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,29.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,30.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,30.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,31.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,31.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,32.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,32.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,33.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,33.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,34.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,34.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,35.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.0,35.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,29.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,30.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,30.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,31.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,31.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,32.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,32.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,33.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,33.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,34.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,34.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,35.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,63.5,35.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,29.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,30.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,30.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,31.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,31.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,32.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,32.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,33.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,33.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,34.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,34.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,35.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.0,35.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,29.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,30.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,30.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,31.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,31.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,32.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,32.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,33.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,33.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,34.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,34.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,35.0,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
10,64.5,35.5,-121.7,-0.12,0.0,2,0,2,-60.85,0.12,99878.3,-0.12
7,61.5,28.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,29.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,29.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,30.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,30.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,31.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,31.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,32.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,61.5,32.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,28.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,29.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,29.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,30.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,30.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,31.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,31.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,32.0,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.0,32.5,-119.1,-0.12,0.0,3,0,3,-39.7,0.12,99880.9,-0.12
7,62.5,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,62.5,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.0,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,63.5,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.0,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,64.5,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.0,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,65.5,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.0,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,66.5,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,28.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,29.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,29.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,30.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,30.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,31.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,31.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,32.0,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
7,67.0,32.5,-116.35,-0.12,33.33333333333333,3,1,2,-38.78,0.12,99883.65,-0.12
6,60.0,20.0,-111.6,-0.11,33.33333333333333,3,1,2,-37.2,0.12,99888.4,-0.11
6,60.0,20.5,-111.6,-0.11,33.33333333333333,3,1,2,-37.2,0.12,99888.4,-0.11
6,60.0,21.0,-111.6,-0.11,33.33333333333333,3,1,2,-37.2,0.12,99888.4,-0.11
7,61.5,36.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,36.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,37.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,37.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,38.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,38.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,39.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,39.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,40.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,36.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,36.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,37.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,37.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,38.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,38.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,39.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,39.5,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,62.0,40.0,-111.5,-0.11,25.0,4,1,3,-27.88,0.12,99888.5,-0.11
7,61.5,24.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,25.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,25.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,26.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,26.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,27.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,27.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,61.5,28.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,24.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,25.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,25.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,26.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,26.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,27.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,27.5,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
7,62.0,28.0,-110.8,-0.11,33.33333333333333,3,1,2,-36.93,0.12,99889.2,-0.11
5,62.0,21.0,-109.8,-0.11,25.0,4,1,3,-27.45,0.12,99890.2,-0.11
5,62.0,21.5,-109.8,-0.11,25.0,4,1,3,-27.45,0.12,99890.2,-0.11
10,65.0,36.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,36.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,37.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,37.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,38.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,38.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,39.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,39.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.0,40.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,36.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,36.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,37.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,37.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,38.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,38.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,39.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,39.5,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
10,65.5,40.0,-109.15,-0.11,50.0,2,1,1,-54.57,0.11,99890.85,-0.11
