fast_period,slow_period,signal_period,total_pnl,total_pnl_percent,win_rate,total_trades,winning_trades,losing_trades,avg_pnl,max_drawdown,final_equity,return_percent
24,23,5,-127.85,-0.13,0.0,2,0,2,-63.92,0.13,99872.15,-0.13
24,23,6,-127.35,-0.13,0.0,2,0,2,-63.67,0.13,99872.65,-0.13
24,23,7,-127.35,-0.13,0.0,2,0,2,-63.67,0.13,99872.65,-0.13
24,22,5,-126.45,-0.13,0.0,2,0,2,-63.23,0.13,99873.55,-0.13
24,22,6,-126.45,-0.13,0.0,2,0,2,-63.23,0.13,99873.55,-0.13
24,23,8,-122.15,-0.12,0.0,2,0,2,-61.07,0.12,99877.85,-0.12
19,18,6,-118.9,-0.12,0.0,1,0,1,-118.9,0.12,99881.1,-0.12
19,18,7,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
20,18,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
20,18,7,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
20,19,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
20,19,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
20,19,7,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,18,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,18,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,18,7,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,19,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,19,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,20,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
21,20,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
22,18,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
22,18,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
22,19,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
22,19,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
22,20,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
22,21,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
23,18,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
23,18,6,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
23,19,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
23,20,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
24,18,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
24,19,5,-118.75,-0.12,0.0,1,0,1,-118.75,0.12,99881.25,-0.12
23,21,5,-118.0,-0.12,0.0,1,0,1,-118.0,0.12,99882.0,-0.12
24,20,5,-118.0,-0.12,0.0,1,0,1,-118.0,0.12,99882.0,-0.12
19,18,5,-115.3,-0.12,50.0,2,1,1,-57.65,0.12,99884.7,-0.12
20,18,5,-115.3,-0.12,50.0,2,1,1,-57.65,0.12,99884.7,-0.12
19,18,8,-109.2,-0.11,0.0,1,0,1,-109.2,0.11,99890.8,-0.11
20,18,8,-109.2,-0.11,0.0,1,0,1,-109.2,0.11,99890.8,-0.11
22,18,7,-109.2,-0.11,0.0,1,0,1,-109.2,0.11,99890.8,-0.11
24,23,9,-109.1,-0.11,0.0,2,0,2,-54.55,0.11,99890.9,-0.11
19,18,12,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
20,18,12,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
20,19,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
20,19,12,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,18,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,18,12,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,19,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,19,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,19,12,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,20,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
21,20,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,18,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,18,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,18,12,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,19,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,19,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,20,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,20,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,21,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,21,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
22,21,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,18,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,18,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,19,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,19,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,19,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,20,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,20,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,20,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,21,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,21,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,22,7,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,22,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
23,22,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,18,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,18,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,18,11,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,19,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,19,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,19,10,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,20,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,20,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,21,7,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,21,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,21,9,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,22,7,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
24,22,8,-108.65,-0.11,0.0,1,0,1,-108.65,0.11,99891.35,-0.11
19,18,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
19,18,10,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
19,18,11,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
20,18,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
20,18,10,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
20,18,11,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
20,19,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
20,19,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
20,19,10,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,18,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,18,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,18,10,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,19,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,19,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,19,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,20,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,20,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,20,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,18,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,18,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,19,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,19,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,19,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,20,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,20,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,20,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,21,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
22,21,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,18,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,18,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,18,9,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,19,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,19,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,19,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,20,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,20,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,21,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,21,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,22,5,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
23,22,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,18,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,18,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,18,8,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,19,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,19,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,20,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,20,7,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,21,5,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
24,21,6,-108.45,-0.11,0.0,1,0,1,-108.45,0.11,99891.55,-0.11
21,20,12,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
22,19,12,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
22,20,11,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
22,20,12,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
22,21,11,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
23,18,12,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
23,19,12,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
23,20,11,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
23,21,10,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
23,22,10,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,18,12,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,19,11,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,20,10,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,20,11,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,21,10,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,22,9,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
24,22,10,-103.45,-0.1,0.0,1,0,1,-103.45,0.1,99896.55,-0.1
22,21,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
23,20,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
23,21,11,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
23,21,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
23,22,11,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
23,22,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,19,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,20,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,21,11,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,21,12,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,22,11,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,23,10,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,23,11,-101.3,-0.1,0.0,1,0,1,-101.3,0.1,99898.7,-0.1
24,22,12,-100.6,-0.1,0.0,1,0,1,-100.6,0.1,99899.4,-0.1
24,23,12,-100.6,-0.1,0.0,1,0,1,-100.6,0.1,99899.4,-0.1
23,46,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
23,47,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
23,48,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
23,49,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
23,50,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,44,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,45,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,46,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,47,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,48,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,49,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,50,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
24,51,12,-45.6,-0.05,0.0,1,0,1,-45.6,0.05,99954.4,-0.05
21,51,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
21,52,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
22,48,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
22,49,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
22,50,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
22,51,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
22,52,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
23,51,11,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
23,51,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
23,52,11,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
23,52,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
24,49,11,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
24,50,11,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
24,51,11,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
24,52,11,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
24,52,12,-41.55,-0.04,0.0,1,0,1,-41.55,0.04,99958.45,-0.04
8,18,5,-40.8,-0.04,25.0,8,2,6,-5.1,0.05,99959.2,-0.04
8,19,5,-40.8,-0.04,25.0,8,2,6,-5.1,0.05,99959.2,-0.04
8,18,6,-40.25,-0.04,25.0,8,2,6,-5.03,0.05,99959.75,-0.04
9,18,5,-40.25,-0.04,25.0,8,2,6,-5.03,0.05,99959.75,-0.04
8,19,6,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
8,20,6,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
8,22,5,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
9,18,6,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
9,19,5,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
9,20,5,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
10,18,5,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
10,19,5,-37.15,-0.04,28.57142857142857,7,2,5,-5.31,0.05,99962.85,-0.04
8,20,5,-35.8,-0.04,28.57142857142857,7,2,5,-5.11,0.05,99964.2,-0.04
8,21,5,-35.25,-0.04,28.57142857142857,7,2,5,-5.04,0.05,99964.75,-0.04
8,23,5,-34.25,-0.03,28.57142857142857,7,2,5,-4.89,0.05,99965.75,-0.03
9,21,5,-34.25,-0.03,28.57142857142857,7,2,5,-4.89,0.05,99965.75,-0.03
8,18,7,-33.35,-0.03,28.57142857142857,7,2,5,-4.76,0.05,99966.65,-0.03
9,19,6,-30.45,-0.03,33.33333333333333,6,2,4,-5.08,0.05,99969.55,-0.03
8,21,6,-29.85,-0.03,33.33333333333333,6,2,4,-4.98,0.05,99970.15,-0.03
8,24,5,-24.45,-0.02,33.33333333333333,6,2,4,-4.08,0.04,99975.55,-0.02
9,22,5,-21.25,-0.02,40.0,5,2,3,-4.25,0.05,99978.75,-0.02
11,18,5,-19.85,-0.02,40.0,5,2,3,-3.97,0.05,99980.15,-0.02
10,20,5,-19.25,-0.02,40.0,5,2,3,-3.85,0.05,99980.75,-0.02
8,25,5,-15.85,-0.02,40.0,5,2,3,-3.17,0.04,99984.15,-0.02
16,52,5,-14.2,-0.01,33.33333333333333,3,1,2,-4.73,0.04,99985.8,-0.01
8,26,5,-13.85,-0.01,40.0,5,2,3,-2.77,0.04,99986.15,-0.01
9,23,5,-13.85,-0.01,40.0,5,2,3,-2.77,0.04,99986.15,-0.01
8,18,9,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
8,20,8,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
8,23,7,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
9,18,8,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
9,20,7,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
9,21,7,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
10,18,7,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
10,21,6,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
11,19,6,-13.75,-0.01,50.0,4,2,2,-3.44,0.04,99986.25,-0.01
8,18,8,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,19,7,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,19,8,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,20,7,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,21,7,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,22,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,22,7,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
8,23,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
9,18,7,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
9,19,7,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
9,20,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
9,21,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
9,22,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
10,18,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
10,19,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
10,20,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
10,21,5,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
11,18,6,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
11,19,5,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
11,20,5,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
12,18,5,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
12,19,5,-12.7,-0.01,50.0,4,2,2,-3.18,0.04,99987.3,-0.01
11,48,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
11,49,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
11,50,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,45,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,46,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,47,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,48,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,48,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,49,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,49,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,50,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,50,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,51,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
12,51,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,43,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,44,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,45,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,45,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,46,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,46,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,47,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,47,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,48,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,48,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,49,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,49,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,50,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,50,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,51,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
13,51,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,41,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,42,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,43,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,43,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,44,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,44,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,45,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,45,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,46,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,46,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,47,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,47,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,48,9,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,48,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,48,11,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,49,9,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,49,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,50,9,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,50,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,51,9,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
14,51,10,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
15,39,12,-11.5,-0.01,50.0,2,1,1,-5.75,0.02,99988.5,-0.01
